1,-0.4160584475204808,-0.1711300517774706,-0.1594311994330825,0.03779303017601417,0.06839049885664661,0.2236660626305785,-49.60004300316426,-67.13646735645041,-85.7289230398729,-14.56798880747462,-21.76973839895457,9.333848056446698
1,-0.545155288434735,-0.197352606645949,0.06718726075868076,-0.0846219743416525,0.1567247776269878,0.1238168419303171,-38.88966873347531,-62.10483807293632,-74.01852168718531,-8.051357607119744,-19.69255694166386,-1.013712565825273
1,-0.4428489454726062,-0.2420100234705899,-0.1615385193580975,-0.05741877281540858,0.3392267431404174,0.04323960812323159,-42.25916565484803,-70.79740244833576,-81.67693817707048,1.415585515767082,-2.562174873753285,18.53179977589845
3,-0.04486534959700349,-0.2614129625605591,-0.2355235419588823,-0.07870396152841044,0.2050554272248341,0.1333613299570825,-7.998824626563323,-27.14230740014684,-34.86320944171476,-12.33457261255309,-6.42064843677524,6.125810011189408
3,-0.1146174538103447,-0.1914485003379397,-0.04211839269576841,-0.1502884861917353,0.141453422088912,0.1602978920038442,-9.38828551120862,-25.74003476706953,-26.83522800323995,-16.94671217965172,-16.48608799453216,-6.730294859478423
1,-0.496979183565722,-0.2088317477838671,-0.05817277281226474,0.02948439046505841,0.1178071550809746,0.1227297736855724,-44.59187213069689,-65.4730690839921,-83.26680899399803,-9.124324166027879,-15.30350344794997,19.15260323178717
2,-0.3364946164569881,-0.2347047037314333,-0.1384283226909707,0.06150570997531694,0.138768359515551,0.08788480120106015,-24.21126995728962,-43.57355306162907,-40.06142888503425,-14.62206401788821,-13.63149682225738,3.918373597239146
3,-0.3693949964569119,-0.2103030740213612,0.1309414739831266,-0.1248747325956394,-0.0238970735566135,0.225292329777317,-18.43323357237151,-18.11958355922819,-22.69113792048502,-17.84031044133224,-4.825166345378719,4.682555645633514
2,-0.3496308744182119,-0.131332273843402,-0.1171553818078596,-0.1788213447336344,0.2073316652610019,0.2134093565991248,-26.44653433378822,-38.24097204826869,-45.00934824787466,-14.34739108132847,-11.79415568647611,7.931768435475554
2,-0.3045625801272954,-0.1160315581645646,-0.222654422532279,-0.1118627118089275,0.1851724721946243,0.2383502017912147,-23.90666208003843,-43.50091105414927,-49.58984839429709,-8.911703211112222,-13.01406416442751,6.353862557992848
1,-0.3996136598081464,-0.3633289192033115,-0.123246174285635,0.1169486642578751,0.2317318079417948,0.02634901766244513,-46.289992656217,-83.82411274569705,-82.50277770004422,3.072690515427418,4.826954767972133,6.662592619064412
1,-0.4456452385747312,-0.2547155837190584,-0.0434125257673712,0.02158569458408066,0.08272028980941842,0.1805472328137931,-42.36251713792655,-68.21649977551881,-73.32640591142707,-12.18873719398803,-11.46985109133286,3.340229030771326
1,-0.4510273090001914,-0.2700281806154816,-0.09067620142571542,0.1216731681618394,0.1004196699182284,0.1032375165308818,-41.22023398052477,-77.0607662092844,-79.19420300257561,-3.8488789532423,-7.901794963144333,-0.1389556476840426
3,-0.06741268181829678,-0.2488019044133772,-0.06140108700737959,-0.01860194753055406,0.00951431077325815,0.1256723553052331,-12.33712559947116,-22.25362791539684,-28.99977464106177,-13.53376773037897,-7.861227164444202,-3.454614986950126
2,-0.3316891901037012,-0.07612294984712302,-0.1570068183846443,-0.07426482398645085,0.1059710892330165,0.1856619412030391,-24.40445101414867,-37.49109944707546,-49.16111535099553,-21.21018336202155,-14.53603963326586,3.731358063103229
1,-0.6570348073855212,-0.2836595074684409,0.2230467389630666,0.03251962331291011,0.06631122739124673,0.07575735120327955,-46.99338812069338,-56.21941438906845,-49.44252627939324,9.088591519870766,-10.60511459606317,-3.500213444717332
1,-0.3858546671143545,-0.2306328336293034,-0.1121848283370223,-0.05727551759182298,0.1795725417674401,0.1727439569640639,-44.83080681769329,-78.50011328319412,-80.72829376179301,-13.58653804518643,-12.93158243609965,9.189230967930811
3,-0.2667564988134183,-0.01415172066612819,-0.2045205581743857,0.07372635872406211,0.109961304075371,0.08663498705349747,-5.317033032146688,-20.57006825664658,-29.07617986113158,-15.53251690914061,-9.03576282143089,-5.346081699273903
2,-0.246595426288965,-0.1854731388866971,-0.2478581870695134,-0.01152715900387465,0.154964130822293,0.1844991172541092,-21.77678272373681,-41.59079407421828,-49.90943900802375,-17.64125999787518,-5.464669412040582,1.457334641967471
